tweet_id,time,day,month,year,text,name,expanded_urls,rating_numerator,rating_denominator,retweet_count,favorite_count,dog_stage,jpg_url,img_num,prediction,breed,score,is_dog
890006608113172480,00:31:25,26,july,2017,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic.  would risk a petting  ,Koda,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13,10,7624.0,31166.0,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,p1,Samoyed,0.957979,True
889880896479866881,16:11:53,25,july,2017,This is Bruno. He is a service shark. Only gets out of the water to assist you.  terrifyingly good boy ,Bruno,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,5156.0,28268.0,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,p1,French_bulldog,0.377417,True
889665388333682689,01:55:32,25,july,2017,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her.  ,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,8538.0,38818.0,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,p1,Pembroke,0.966327,True
889638837579907072,00:10:02,25,july,2017,This is Ted. He does his best. Sometimes that's not enough. But it's ok.  would assist ,Ted,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,4735.0,27672.0,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,p1,French_bulldog,0.99165,True
889531135344209921,17:02:04,24,july,2017,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only.  puppared puppo  ,Stuart,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,2321.0,15359.0,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,p1,golden_retriever,0.953442,True
888917238123831296,00:22:39,23,july,2017,This is Jim. He found a fren. Taught him how to sit like the good boys.  for both ,Jim,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,4709.0,29611.0,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,p1,golden_retriever,0.714719,True
888804989199671297,16:56:37,22,july,2017,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it.  would do my best ,Zeke,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,4559.0,26080.0,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,p1,golden_retriever,0.46976,True
888554962724278272,00:23:06,22,july,2017,This is Ralphus. He's powering up. Attempting maximum borkdrive.  inspirational af ,Ralphus,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,3732.0,20290.0,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,p1,Siberian_husky,0.700377,True
888078434458587136,16:49:33,20,july,2017,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice.  didn't want the job anyway ,Gerald,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,3653.0,22201.0,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,p1,French_bulldog,0.995026,True
887705289381826560,16:06:48,19,july,2017,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale.  h*ckin strategic ,Jeffrey,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,5609.0,30779.0,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,p1,basset,0.821664,True
887473957103951883,00:47:34,19,july,2017,This is Canela. She attempted some fancy porch pics. They were unsuccessful.  someone help her ,Canela,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,18781.0,69871.0,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,p1,Pembroke,0.809197,True
887101392804085760,00:07:08,18,july,2017,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you...  would suffocate in floof ,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,6167.0,31061.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,p1,Samoyed,0.733942,True
886983233522544640,16:17:36,17,july,2017,This is Maya. She's very shy. Rarely leaves her cup.  would find her an environment to thrive in ,Maya,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,8084.0,35859.0,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,p1,Chihuahua,0.793469,True
886736880519319552,23:58:41,16,july,2017,"This is Mingus. He's a wonderful father to his smol pup. Confirmed , but he needs your help

https://t.co/ISvKOSkd5b",Mingus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,13,10,3443.0,12306.0,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,p1,kuvasz,0.309706,True
886680336477933568,20:14:00,16,july,2017,This is Derek. He's late for a dog meeting.  pet...al to the metal ,Derek,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,4610.0,22798.0,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,p1,convertible,0.738995,False
886366144734445568,23:25:31,15,july,2017,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate.  deep breaths Roscoe ,Roscoe,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12,10,3316.0,21524.0,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,p1,French_bulldog,0.999201,True
886258384151887873,16:17:19,15,july,2017,This is Waffles. His doggles are pupside down. Unsure how to fix.  someone assist Waffles ,Waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,6523.0,28469.0,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,p1,pug,0.943575,True
885984800019947520,22:10:11,14,july,2017,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory.  pls pet with caution ,Jimbo,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,7097.0,33382.0,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,p1,Blenheim_spaniel,0.972494,True
885528943205470208,15:58:47,13,july,2017,This is Maisey. She fell asleep mid-excavation. Happens to the best of us.  would pat noggin approvingly ,Maisey,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,6683.0,36689.0,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,p1,pug,0.369275,True
885167619883638784,16:03:00,12,july,2017,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings.  ,,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,4556.0,22367.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,p1,malamute,0.8124819999999999,True
884925521741709313,00:01:00,12,july,2017,"This is Earl. He found a hat. Nervous about what you think of it.  it's delightful, Earl ",Earl,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,16439.0,68152.0,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,p1,Italian_greyhound,0.259916,True
884876753390489601,20:47:12,11,july,2017,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere.  you're doing great Lola ,Lola,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,6096.0,28514.0,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,p1,chow,0.822103,True
884562892145688576,00:00:02,11,july,2017,This is Kevin. He's just so happy.  what is your secret Kevin ,Kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,5100.0,24765.0,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,p1,pug,0.5464060000000001,True
884441805382717440,15:58:53,10,july,2017,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck.  (IG: itselizabethgales) ",,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,5856.0,27478.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,p1,Pembroke,0.993225,True
884162670584377345,21:29:42,9,july,2017,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times.  for dangerously dapper doggo ,Yogi,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,3128.0,20771.0,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,p1,German_shepherd,0.707046,True
883838122936631299,00:00:04,9,july,2017,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup.  super good boy ,Noah,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,3586.0,22349.0,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,p1,Doberman,0.610946,True
883482846933004288,00:28:19,8,july,2017,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13 ",Bella,https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,10407.0,46860.0,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,p1,golden_retriever,0.943082,True
883360690899218434,16:22:55,7,july,2017,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption.  heroic as h*ck ,Grizzwald,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,3825.0,22986.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,p1,chow,0.987997,True
883117836046086144,00:17:54,7,july,2017,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you...  would sneak a pat ",,https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,6949.0,37914.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,p1,golden_retriever,0.949562,True
882992080364220416,15:58:11,6,july,2017,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second.  confirmed great boy ,Rusty,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,4122.0,24445.0,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,p1,Eskimo_dog,0.4667779999999999,True
882762694511734784,00:46:41,6,july,2017,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink.  would let steal my girl ,Gus,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,5134.0,28903.0,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,p1,Labrador_retriever,0.85005,True
882627270321602560,15:48:34,5,july,2017,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go.  Phelps is nervous (IG: stanleythe_corgi) ,Stanley,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,6342.0,28382.0,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,p1,Pembroke,0.542982,True
882268110199369728,16:01:23,4,july,2017,This is Alfy. You're witnessing his first watermelon experience. I think it was a success.  happy 4th Alfy 🇺🇸 ,Alfy,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,12118.0,45880.0,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,p1,golden_retriever,0.762211,True
882045870035918850,01:18:17,4,july,2017,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired.  rest easy Koko ",Koko,https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,5203.0,29900.0,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,p3,golden_retriever,0.00694063,True
881906580714921986,16:04:48,3,july,2017,This is Rey. He's a Benebop Cumberfloof.  dangerously pettable ,Rey,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,3533.0,24773.0,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,p1,Weimaraner,0.291539,True
881666595344535552,00:11:11,3,july,2017,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills.  would boop intensely ,Gary,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,11099.0,51522.0,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,p1,Saluki,0.529012,True
881268444196462592,21:49:04,1,july,2017,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate .  would pet ,Elliot,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,5358.0,23501.0,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,p1,tusker,0.473303,False
880935762899988482,23:47:07,30,june,2017,This is Louis. He's crossing. It's a big deal.  h*ckin breathtaking ,Louis,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,2886.0,17346.0,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,p1,street_sign,0.251801,False
880872448815771648,19:35:32,30,june,2017,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you...  ,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,3989.0,21734.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,p1,Pembroke,0.791416,True
880465832366813184,16:39:47,29,june,2017,This is Bella. She had her first beach experience this morning. Complete success.  would perform a sandy boop ,Bella,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,6546.0,29075.0,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,p1,golden_retriever,0.913255,True
880221127280381952,00:27:25,29,june,2017,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac.  would snug well ,Jesse,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,4436.0,27640.0,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,p1,Chihuahua,0.238525,True
880095782870896641,16:09:20,28,june,2017,Please don't send in photos without dogs in them. We're not . Insubordinate and churlish. Pretty good porch tho  ,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,4533.0,28150.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,p1,miniature_pinscher,0.120298,True
879862464715927552,00:42:13,28,june,2017,This is Romeo. He would like to do an entrance. Requesting your immediate assistance.  ,Romeo,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,3642.0,22667.0,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,p1,basset,0.813507,True
879492040517615616,00:10:17,27,june,2017,This is Bailey. He thinks you should measure ear length for signs of growth instead.  ,Bailey,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,3323.0,23822.0,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,p1,German_short-haired_pointer,0.479896,True
879376492567855104,16:31:08,26,june,2017,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide.  would happily get blocked by ,Jack,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,3261.0,17099.0,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,p2,Labrador_retriever,0.0334961,True
879050749262655488,18:56:45,25,june,2017,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably.  would still pet ,Steven,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,4941.0,23022.0,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,p1,tabby,0.311861,False
879008229531029506,16:07:47,25,june,2017,This is Beau. That is Beau's balloon. He takes it everywhere.  would protect at all costs ,Beau,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,2812.0,19317.0,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,p1,vizsla,0.960513,True
878776093423087618,00:45:22,25,june,2017,This is Snoopy. He's a proud . Impeccable handwriting for not having thumbs.  would love back  ,Snoopy,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13,10,4319.0,19763.0,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,p1,Italian_greyhound,0.734684,True
878281511006478336,16:00:04,23,june,2017,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still  tho. Help him out below

https://t.co/lUiQH219v6",Shadow,https://twitter.com/dog_rates/status/878281511006478336/photo/1,13,10,1349.0,7913.0,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,p1,basset,0.32042,True
878057613040115712,01:10:23,23,june,2017,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family.  for all involved ,Emmy,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14,10,7181.0,42876.0,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,p1,French_bulldog,0.839097,True
877736472329191424,03:54:17,22,june,2017,This is Aja. She was just told she's a good dog. Suspicions confirmed.  would tell again ,Aja,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13,10,17300.0,71144.0,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,p1,Chesapeake_Bay_retriever,0.8379559999999999,True
877556246731214848,15:58:08,21,june,2017,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness.  would enjoy more shampoo options ,Penny,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,3994.0,23258.0,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,p1,basset,0.995368,True
877316821321428993,00:06:44,21,june,2017,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome.  for water resistant good boy ",Dante,https://twitter.com/dog_rates/status/877316821321428993/photo/1,13,10,5414.0,27907.0,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,p1,Saluki,0.5099670000000001,True
877201837425926144,16:29:50,20,june,2017,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him.  would give congratulatory boop ,Nelly,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12,10,5880.0,27755.0,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,p1,Pembroke,0.93112,True
876838120628539392,16:24:33,19,june,2017,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting.  would snug passionately ,Ginger,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12,10,3506.0,21125.0,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,p1,bloodhound,0.575751,True
876484053909872640,16:57:37,18,june,2017,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you.  super duper good boy ,Benedict,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,2511.0,19163.0,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,p1,golden_retriever,0.874566,True
876120275196170240,16:52:05,17,june,2017,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches.  much excite ",Venti,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,4903.0,28490.0,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,p1,Bernese_mountain_dog,0.534327,True
875747767867523072,16:11:53,16,june,2017,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level.  will steal your girl ",Goose,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,4497.0,25773.0,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,p1,Labrador_retriever,0.799551,True
875021211251597312,16:04:48,14,june,2017,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir.  stealthy as h*ck ,,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12,10,4922.0,26022.0,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,p1,West_Highland_white_terrier,0.7143189999999999,True
874680097055178752,17:29:20,13,june,2017,Meet Cash. He hath acquired a stick. A very good stick tbh.  would pat head approvingly ,Cash,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,4875.0,28439.0,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,p1,Labrador_retriever,0.836052,True
874296783580663808,16:06:11,12,june,2017,This is Jed. He may be the fanciest pupper in the game right now. Knows it too.  would sign modeling contract ,Jed,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,4308.0,26651.0,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,p1,cocker_spaniel,0.437216,True
874057562936811520,00:15:36,12,june,2017,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you...  ",,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,4125.0,23134.0,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,p1,flat-coated_retriever,0.8321770000000001,True
874012996292530176,21:18:31,11,june,2017,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.   puppo ",Sebastian,https://twitter.com/dog_rates/status/874012996292530176/photo/1,13,10,11007.0,35501.0,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,p1,Cardigan,0.806674,True
873580283840344065,16:39:04,10,june,2017,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too.  would hug firmly ",,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,4143.0,24837.0,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,p1,Newfoundland,0.678537,True
873213775632977920,16:22:42,9,june,2017,"This is Sierra. She's one precious pupper. Absolute . Been in and out of ICU her whole life. Help Sierra below

https://t.co/V5lkvrGLdQ",Sierra,https://twitter.com/dog_rates/status/873213775632977920/photo/1,12,10,1667.0,7467.0,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,p1,vizsla,0.6197819999999999,True
872967104147763200,00:02:31,9,june,2017,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad.  good to go doggo ,,https://twitter.com/dog_rates/status/872967104147763200/photo/1,12,10,5669.0,28031.0,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,p1,Labrador_retriever,0.476913,True
872820683541237760,14:20:41,8,june,2017,"Here are my favorite  
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All  ",,https://twitter.com/dog_rates/status/872820683541237760/photo/1,13,10,3884.0,15029.0,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,p1,pug,0.99912,True
872620804844003328,01:06:27,8,june,2017,This is Monkey. She's supporting owners everywhere with her fancy  bandana.  love is love is love... ,Monkey,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,3911.0,21309.0,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,p1,cocker_spaniel,0.513191,True
872486979161796608,16:14:40,7,june,2017,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys...  ,,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,9429.0,41606.0,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,p1,Pembroke,0.931861,True
872261713294495745,01:19:32,7,june,2017,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here.  blessed as h*ck ,Harry,https://twitter.com/dog_rates/status/872261713294495745/photo/1,13,10,6649.0,35085.0,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,p1,Labrador_retriever,0.972019,True
872122724285648897,16:07:15,6,june,2017,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still  would happily get dunked on ,Kody,https://twitter.com/dog_rates/status/872122724285648897/photo/1,12,10,8549.0,35324.0,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,p2,pug,0.0667363,True
871879754684805121,00:01:46,6,june,2017,Say hello to Lassie. She's celebrating  by being a splendid mix of astute and adorable. Proudly supupporting her owner.  ,Lassie,https://twitter.com/dog_rates/status/871879754684805121/photo/1,13,10,11918.0,39090.0,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,p1,Shetland_sheepdog,0.969171,True
871762521631449091,16:15:56,5,june,2017,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter.  ,Rover,https://twitter.com/dog_rates/status/871762521631449091/photo/1,12,10,3678.0,20787.0,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,p1,Labrador_retriever,0.921393,True
